
Association Address,Local Mode,Clock Offset,Clock Precision,Clock Reference ID,Clock State,Clock Statum,Reference Time,Root Delay,Root Dispersion
,,,2**10,,,,00000000.00000000 (00:00:00.000 UTC Thu Jan  1 1970),,1430.74
